fecha,vuelo,origen,destino,pasajeros,retraso_minutos,combustible_litros,temperatura,tripulacion,equipaje_kg,carga_kg,velocidad_crucero,altitud_crucero,distancia_km,duracion_prevista,duracion_real,escala_tecnica,puerta_embarque,terminal,tipo_avion,capacidad_maxima,asientos_business,asientos_turista,ocupacion_percent,precio_medio,ingresos,costes_operacion,satisfaccion_media,incidencias,clima_origen,clima_destino,visibilidad_origen,visibilidad_destino,viento_origen,viento_destino,presion_origen,presion_destino,humedad_origen,humedad_destino,conexiones,equipaje_perdido,comidas_servidas,bebidas_servidas,peliculas_disponibles,wifi_disponible,asientos_preferentes,mascotas_abordo,asistencias_especiales,edad_media_pasajeros,satisfaccion_comida,satisfaccion_vuelo,satisfaccion_tripulacion,consumo_entretenimiento,uso_wifi_percent,compras_abordo,nivel_combustible_llegada,tiempo_taxi_despegue,tiempo_taxi_aterrizaje
2023-01-14,IB8375,BCN,GRX,195,23,4226,10,5,2024.6,1424.7,835,11728,839,50,70,false,A23,T1,A350,300,30,270,65.0,179.0,34905.0,33186.2,3.9,3,Nublado,Soleado,10,10,18.0,16.5,1008.6,1019.2,83,77,2,1,175,390,63,false,30,8,4,38.7,4.0,4.5,4.4,65.1,81.4,2060.0,1900,15,8
2023-01-15,IB4210,BCN,TFS,255,19,7288,16,3,2755.7,922.7,847,11548,496,150,152,true,A20,T1,A330,250,25,225,102.0,170.7,43528.5,17427.7,3.8,1,Nublado,Lluvia,10,9,13.2,17.4,1017.4,1012.7,90,88,3,2,229,510,63,false,25,8,7,41.7,4.8,4.0,3.9,53.7,61.3,2423.9,1482,7,8
2023-01-16,IB7192,MAD,VGO,181,17,5579,10,5,3122.2,1698.5,831,11948,1103,128,152,true,C14,T4,A321,220,22,198,82.3,125.5,22715.5,40836.7,4.3,0,Soleado,Lluvia,10,3,17.8,15.1,1008.1,1017.5,83,84,5,2,162,362,64,false,22,6,6,41.0,4.5,4.2,4.1,63.0,72.2,1521.9,2330,13,9
2023-01-17,IB9735,MAD,FAO,239,23,4644,15,7,2607.9,2456.7,838,9980,986,74,105,true,C8,T4,A320,200,20,180,119.5,105.8,25286.2,31189.1,4.4,0,Lluvia,Lluvia,5,3,13.4,12.5,1018.4,1010.6,85,69,2,1,215,478,61,true,20,5,1,40.0,4.2,4.1,4.7,66.8,87.4,2427.1,2250,11,5
2023-01-18,VY5882,MAD,FAO,263,19,4407,13,6,1991.5,893.9,848,11320,1036,74,78,false,C19,T4,A350,300,30,270,87.7,184.7,48576.1,45961.7,4.9,3,Lluvia,Lluvia,6,10,14.1,17.3,1014.0,1008.0,75,88,5,0,236,526,48,true,30,6,1,48.2,4.5,3.7,4.3,60.0,77.8,812.5,2194,7,8
2023-01-19,VY9030,MAD,PMI,180,10,4007,20,7,2344.1,1734.4,849,12161,525,93,98,true,B14,T4,A330,250,25,225,72.0,161.4,29052.0,49499.6,4.2,2,Lluvia,Nublado,3,10,14.9,19.2,1011.6,1008.6,74,82,5,1,162,360,52,false,25,2,1,41.5,4.3,4.8,3.8,55.7,89.7,974.2,2350,14,12
2023-01-20,VY9584,MAD,OVD,141,8,5763,18,6,2745.7,928.4,864,11498,784,119,122,true,A7,T4,A320,200,20,180,70.5,209.1,29483.1,49909.3,4.9,0,Soleado,Soleado,10,10,19.9,17.2,1010.5,1010.3,70,66,4,0,126,282,60,true,20,6,7,36.6,4.8,4.9,3.9,79.8,81.6,1355.3,1678,9,6
2023-01-21,IB1148,BCN,CDG,174,10,4883,9,3,2436.4,1365.7,886,9080,671,68,77,true,A1,T1,A330,250,25,225,69.6,112.0,19488.0,20004.0,4.0,1,Lluvia,Soleado,5,10,20.6,19.6,1017.2,1010.9,80,63,1,1,156,348,49,false,25,8,8,49.9,4.8,4.2,4.8,56.2,87.8,1953.6,2382,15,8
2023-01-22,IB6303,MAD,BIO,162,24,5606,10,8,2688.6,1451.1,862,9111,537,105,115,false,C19,T4,A321,220,22,198,73.6,175.8,28479.6,34204.3,4.6,1,Nublado,Nublado,10,10,18.1,14.4,1017.2,1014.2,61,85,5,2,145,324,42,true,22,5,2,42.1,4.9,4.7,3.7,52.4,79.0,1192.8,1903,6,11
2023-01-23,VY2598,BCN,BIO,194,9,4252,22,3,1787.9,1861.3,810,10297,1154,83,99,false,B16,T1,A330,250,25,225,77.6,185.6,36006.4,47409.6,4.4,2,Nublado,Soleado,10,10,17.2,20.0,1008.6,1018.6,81,88,2,1,174,388,40,false,25,4,7,49.7,4.4,4.4,4.1,64.1,68.6,2088.6,2179,15,12
2023-01-24,IB7376,MAD,AMS,253,25,6121,12,4,2788.2,1870.2,812,10861,402,61,67,true,A18,T4,A319,180,18,162,140.6,106.9,27045.7,17371.3,4.7,3,Lluvia,Lluvia,9,10,14.5,19.7,1013.9,1012.0,64,84,4,1,227,506,56,false,18,8,1,36.4,4.7,4.7,4.0,70.0,63.4,1233.1,1812,8,12
2023-01-25,VY2892,BCN,LEI,225,24,5475,11,8,1857.7,1500.4,847,11524,923,137,166,true,C9,T1,A321,220,22,198,102.3,100.0,22500.0,22193.5,4.8,1,Lluvia,Lluvia,4,9,17.3,17.8,1014.3,1013.9,61,74,5,0,202,450,45,true,22,8,8,33.5,3.9,4.3,4.4,50.7,86.5,1048.8,1490,14,9
2023-01-26,VY7017,BCN,MAH,269,3,4879,11,3,2289.0,1124.1,801,11495,1056,107,116,false,C8,T1,A350,300,30,270,89.7,109.3,29401.7,21285.0,4.6,1,Nublado,Soleado,10,10,13.1,17.0,1015.6,1012.8,83,90,5,2,242,538,58,false,30,4,3,40.5,3.9,4.4,4.6,50.2,88.8,2065.6,1394,12,11
2023-01-27,IB8246,MAD,LEI,272,30,6230,21,5,1732.0,2025.0,831,12156,1299,100,134,false,C14,T4,A350,300,30,270,90.7,140.3,38161.6,37361.7,4.8,2,Lluvia,Lluvia,8,5,16.3,13.3,1015.8,1011.0,87,80,2,2,244,544,52,false,30,5,2,42.7,3.9,4.3,4.1,51.1,63.1,2482.0,1683,10,11
2023-01-28,IB2664,BCN,LHR,275,24,4485,11,5,2031.2,1132.0,845,10040,504,54,84,true,B4,T1,A320,200,20,180,137.5,184.0,50600.0,42573.7,3.8,2,Soleado,Nublado,10,10,19.1,21.7,1016.3,1010.3,87,85,5,0,247,550,52,false,20,1,8,40.8,4.5,4.5,4.2,56.4,88.7,2414.7,2245,6,5
2023-01-29,VY8427,MAD,ACE,189,25,6461,15,7,1927.0,949.7,857,11619,1078,56,77,true,C4,T4,A321,220,22,198,85.9,127.4,24078.6,15153.1,4.5,3,Soleado,Soleado,10,10,19.5,16.5,1015.5,1013.4,76,66,3,1,170,378,57,false,22,2,4,41.6,4.0,4.3,3.8,70.7,87.7,1389.0,1828,10,7
2023-01-30,VY1306,BCN,ACE,270,22,4459,19,6,2855.2,1872.7,855,11841,725,146,176,true,A17,T1,A320,200,20,180,135.0,177.3,47871.0,30860.0,4.4,3,Nublado,Lluvia,10,2,19.1,20.3,1013.9,1017.8,71,74,5,2,243,540,48,true,20,7,8,43.7,4.1,4.0,4.2,65.5,72.0,1942.0,1556,8,6
2023-01-31,VY4815,MAD,XRY,207,11,6460,21,6,2605.4,2104.7,801,9253,442,91,92,true,C10,T4,A319,180,18,162,115.0,185.7,38439.9,38044.8,3.7,0,Nublado,Nublado,10,10,14.5,13.3,1011.9,1017.5,90,76,2,1,186,414,59,true,18,5,5,39.4,4.7,3.8,3.9,56.0,89.3,1698.4,1954,6,5
2023-02-01,VY8478,MAD,XRY,265,21,6124,11,8,2943.5,1627.7,889,9666,1282,117,131,false,B13,T4,A320,200,20,180,132.5,131.2,34768.0,48147.0,4.6,1,Soleado,Lluvia,10,2,19.5,19.8,1011.9,1008.3,71,88,1,0,238,530,54,true,20,4,5,49.6,4.1,4.6,4.3,76.3,78.8,2496.5,2040,7,7
2023-02-02,IB5663,MAD,LCG,205,16,7353,15,8,1726.4,2004.0,877,11231,942,65,79,true,C15,T4,A320,200,20,180,102.5,133.1,27285.5,18527.8,4.0,2,Lluvia,Lluvia,9,6,17.9,19.3,1019.2,1008.5,79,62,5,1,184,410,52,false,20,8,8,47.5,4.3,4.2,4.9,58.6,81.7,1029.6,1837,13,9
2023-02-03,VY4076,BCN,FUE,151,30,7181,19,3,2963.7,1603.5,873,10589,753,133,157,true,B23,T1,A319,180,18,162,83.9,228.2,34458.2,18062.2,4.2,0,Soleado,Soleado,10,10,17.9,16.6,1015.7,1019.2,72,73,3,1,135,302,56,true,18,1,5,33.3,4.4,4.2,4.6,70.5,86.0,1790.8,2140,9,10
2023-02-04,IB5386,MAD,GRO,202,1,7461,14,5,3494.5,1499.7,857,9815,586,57,66,true,B14,T4,A320,200,20,180,101.0,207.4,41894.8,22901.0,4.4,2,Nublado,Soleado,10,10,14.2,17.4,1010.6,1013.4,89,74,5,2,181,404,55,true,20,6,2,39.4,3.9,3.8,4.5,56.1,82.7,1846.7,2113,13,5
2023-02-05,IB9535,BCN,BJZ,274,27,5074,19,3,2383.6,1779.4,803,11070,459,131,132,true,B13,T1,A350,300,30,270,91.3,154.5,42333.0,25685.8,4.7,0,Lluvia,Nublado,5,10,13.9,14.9,1009.5,1018.1,70,90,4,2,246,548,65,true,30,5,6,48.4,4.3,4.2,3.8,59.1,89.3,811.8,2079,7,11
2023-02-06,IB9479,BCN,LCG,147,26,4088,18,8,2313.0,1410.0,876,12029,1006,103,103,true,C4,T1,A321,220,22,198,66.8,207.6,30517.2,39307.2,4.5,1,Soleado,Soleado,10,10,15.9,14.3,1012.3,1011.3,80,70,4,2,132,294,60,false,22,4,6,37.3,4.8,4.8,4.0,68.4,67.1,2385.9,1690,9,7
2023-02-07,IB4750,BCN,ACE,171,28,4935,18,3,3763.1,1338.2,853,12040,1103,96,114,true,A14,T1,A321,220,22,198,77.7,232.4,39740.4,31053.5,3.7,2,Nublado,Soleado,10,10,18.1,19.0,1018.7,1017.8,68,77,3,1,153,342,45,false,22,5,1,34.8,4.6,4.2,4.7,50.7,73.0,2087.3,1339,10,12
2023-02-08,IB4617,MAD,ORY,202,9,4964,19,4,2071.7,891.8,883,9759,488,59,71,true,C2,T4,A330,250,25,225,80.8,286.6,57893.2,34893.2,3.8,2,Lluvia,Lluvia,5,4,20.5,14.8,1013.9,1008.8,80,76,2,1,181,404,46,false,25,5,2,41.0,4.0,4.4,3.9,55.9,88.7,851.2,1645,8,6
2023-02-09,IB5352,BCN,LPA,269,1,6979,11,4,3155.3,1172.0,804,9561,605,127,133,false,B10,T1,A319,180,18,162,149.4,120.8,32495.2,38510.6,4.3,2,Soleado,Nublado,10,10,21.7,18.4,1016.6,1016.9,71,88,2,2,242,538,57,true,18,6,7,37.6,4.4,4.7,4.4,57.3,69.7,1599.5,2291,13,10
2023-02-10,VY6441,MAD,ORY,213,14,5686,16,3,3069.5,2167.9,816,11472,811,91,92,false,C20,T4,A319,180,18,162,118.3,260.9,55571.7,17539.0,4.8,1,Soleado,Lluvia,10,3,14.3,21.6,1018.8,1017.9,60,68,1,2,191,426,65,true,18,1,6,44.7,4.2,4.7,3.7,58.9,74.0,1915.5,2062,8,9
2023-02-11,IB2181,MAD,VGO,220,5,5261,8,5,2649.2,1889.4,828,10956,1133,127,127,true,C8,T4,A320,200,20,180,110.0,237.9,52338.0,38185.3,4.9,0,Soleado,Nublado,10,10,18.6,15.6,1012.5,1008.7,75,60,2,2,198,440,41,true,20,7,3,49.9,4.6,4.1,4.7,54.1,66.1,1441.2,1915,11,11
2023-02-12,VY5613,MAD,LEI,190,4,4282,12,4,3044.8,2119.6,801,11685,959,88,96,true,A15,T4,A320,200,20,180,95.0,240.6,45714.0,32873.3,4.3,3,Nublado,Soleado,10,10,21.0,21.1,1014.1,1011.5,88,84,4,0,171,380,51,false,20,5,1,41.2,4.2,4.1,3.8,50.2,88.1,1481.6,1373,11,12
2023-02-13,IB6358,MAD,MXP,148,17,6753,18,4,3787.8,1975.6,879,9962,632,100,124,false,C20,T4,A321,220,22,198,67.3,243.4,36023.2,42345.9,4.5,1,Soleado,Nublado,10,10,18.9,12.7,1014.1,1008.4,61,64,3,0,133,296,42,false,22,8,10,37.6,4.6,4.8,4.6,57.9,65.7,1550.6,2094,8,6
2023-02-14,IB4971,BCN,LPA,246,14,4534,15,7,3223.4,2496.6,876,10553,867,109,131,true,A19,T1,A350,300,30,270,82.0,102.4,25190.4,15171.5,4.4,3,Nublado,Nublado,10,10,19.2,18.6,1012.9,1014.4,81,78,3,0,221,492,45,false,30,7,3,45.0,3.7,4.6,4.2,70.9,73.6,2266.6,1499,8,7
2023-02-15,VY9344,MAD,FAO,246,13,5334,11,5,2352.7,2059.2,858,12168,462,95,104,true,B12,T4,A350,300,30,270,82.0,202.2,49741.2,23001.1,4.3,2,Lluvia,Nublado,5,10,18.9,12.9,1008.2,1015.7,78,79,5,0,221,492,49,false,30,2,9,34.9,4.6,4.8,4.0,77.7,87.4,2158.0,2257,7,9
2023-02-16,IB4920,MAD,AGP,207,5,6332,15,7,2818.2,1114.7,871,10379,463,53,54,false,C10,T4,A319,180,18,162,115.0,290.7,60174.9,33233.2,3.8,3,Lluvia,Lluvia,9,3,21.6,21.8,1011.6,1015.5,60,62,3,1,186,414,57,false,18,4,2,45.0,4.4,4.7,4.7,64.4,76.2,2229.8,2006,15,8
2023-02-17,VY7738,MAD,LIS,167,0,4874,15,4,2157.4,1250.7,853,10262,1262,127,137,true,A19,T4,A350,300,30,270,55.7,284.5,47511.5,34357.0,4.5,0,Nublado,Soleado,10,10,19.0,19.1,1017.2,1018.2,69,80,2,2,150,334,53,true,30,7,3,33.9,4.2,3.9,3.8,57.4,65.5,1091.5,2213,14,6
2023-02-18,IB7463,MAD,LIS,142,14,6041,13,5,2968.9,1680.0,863,11147,618,55,65,true,B21,T4,A320,200,20,180,71.0,259.3,36820.6,41497.9,4.0,3,Soleado,Lluvia,10,7,15.8,18.9,1018.4,1016.6,65,80,2,2,127,284,58,true,20,5,3,43.9,4.4,4.0,4.1,66.3,82.7,1868.8,1640,13,10
2023-02-19,VY7002,BCN,MXP,253,7,5400,20,4,3619.9,1551.5,814,9696,454,52,68,true,B19,T1,A330,250,25,225,101.2,116.9,29575.7,42325.6,3.9,0,Nublado,Lluvia,10,9,15.3,17.9,1009.6,1013.1,62,67,4,2,227,506,50,true,25,2,3,42.2,3.9,4.0,4.8,68.5,82.5,1676.4,1524,11,7
2023-02-20,IB8218,MAD,TFS,239,2,5040,14,4,3297.4,958.9,881,11578,470,67,74,false,A14,T4,A330,250,25,225,95.6,248.4,59367.6,40263.2,4.7,2,Soleado,Nublado,10,10,20.6,12.7,1014.1,1018.9,90,71,5,2,215,478,43,true,25,1,4,40.6,4.1,4.7,4.7,76.1,71.3,1551.8,1522,10,6
2023-02-21,VY9644,BCN,SVQ,245,28,5434,12,7,2403.7,1841.2,833,11708,647,120,138,false,B11,T1,A321,220,22,198,111.4,103.5,25357.5,31143.7,4.8,3,Nublado,Soleado,10,10,17.4,19.9,1012.9,1008.8,83,90,3,1,220,490,41,false,22,5,2,43.8,3.8,4.1,4.9,61.3,69.4,1884.0,2017,12,5
2023-02-22,IB8324,BCN,PMI,177,14,4294,7,3,3578.2,2204.3,846,10741,695,103,108,false,A13,T1,A320,200,20,180,88.5,269.9,47772.3,14980.2,4.7,2,Lluvia,Soleado,8,10,20.0,17.2,1009.9,1008.3,77,73,5,2,159,354,55,false,20,2,9,37.8,4.3,4.3,4.4,61.4,84.5,823.7,2236,12,7
2023-02-23,VY5982,BCN,XRY,146,18,6025,18,3,2151.5,1134.0,866,10006,594,140,144,true,C4,T1,A350,300,30,270,48.7,162.9,23783.4,36454.8,4.6,0,Soleado,Lluvia,10,10,15.1,12.4,1009.2,1013.7,64,81,5,2,131,292,50,false,30,5,3,47.2,4.4,4.0,4.3,77.2,62.5,1161.3,1388,6,10
2023-02-24,IB7116,MAD,GRX,163,0,4995,19,5,3023.3,2108.3,889,12051,950,80,85,true,A2,T4,A320,200,20,180,81.5,219.2,35729.6,20445.7,4.3,3,Lluvia,Soleado,2,10,17.2,18.5,1017.6,1013.4,65,90,2,0,146,326,64,true,20,3,7,33.3,4.4,4.9,4.8,61.9,77.0,1488.8,2226,12,12
2023-02-25,IB1888,BCN,TFS,146,10,4990,20,7,2027.5,1290.6,828,10777,977,148,157,true,C16,T1,A320,200,20,180,73.0,147.9,21593.4,33510.5,4.7,1,Lluvia,Lluvia,4,4,21.5,21.2,1010.0,1009.5,84,63,5,0,131,292,53,false,20,3,7,36.2,3.8,3.7,4.2,63.3,65.2,1414.8,1695,11,8
2023-02-26,IB7433,BCN,IBZ,180,11,4424,21,4,3543.3,2232.9,865,10345,900,106,116,true,B5,T1,A321,220,22,198,81.8,197.6,35568.0,27642.0,4.2,1,Lluvia,Nublado,3,10,13.7,19.4,1015.9,1008.4,82,70,5,0,162,360,59,true,22,6,3,49.1,4.7,4.8,4.0,62.2,65.5,955.6,1317,11,11
2023-02-27,IB2713,BCN,XRY,275,26,7015,13,5,3321.9,1241.8,889,11566,779,64,85,true,A12,T1,A320,200,20,180,137.5,212.7,58492.5,30460.2,4.6,3,Nublado,Lluvia,10,8,21.3,13.1,1019.0,1015.5,86,84,3,2,247,550,46,false,20,2,1,46.6,4.1,4.0,3.8,73.6,65.8,1781.8,1320,14,8
2023-02-28,VY9061,MAD,AGP,196,24,7416,8,4,2977.4,2284.5,827,11703,802,82,82,true,A18,T4,A350,300,30,270,65.3,205.5,40278.0,25294.0,4.4,3,Nublado,Nublado,10,10,15.8,21.7,1009.9,1009.8,67,78,5,0,176,392,54,false,30,2,3,39.2,4.0,4.5,4.8,60.9,82.3,779.2,1481,14,6
2023-03-01,IB4882,MAD,TFS,260,2,6233,13,5,3401.4,1155.0,816,9201,1176,131,142,false,B22,T4,A319,180,18,162,144.4,141.7,36842.0,40107.9,4.8,2,Lluvia,Nublado,10,10,16.4,14.1,1009.3,1008.4,60,74,1,0,234,520,51,false,18,4,9,35.6,3.8,3.9,4.6,64.1,84.0,1256.5,1515,8,7
2023-03-02,VY4640,MAD,IBZ,210,4,7189,19,6,2802.7,1714.8,800,9101,996,103,109,true,C8,T4,A330,250,25,225,84.0,256.1,53781.0,16185.2,4.4,3,Lluvia,Soleado,3,10,13.1,13.0,1018.8,1017.7,78,70,2,0,189,420,54,false,25,1,1,37.2,4.3,4.3,3.9,55.5,89.5,1029.2,2027,11,12
2023-03-03,IB6161,BCN,CDG,184,18,5471,15,5,2237.7,1734.3,821,11816,1295,110,123,false,C4,T1,A321,220,22,198,83.6,262.8,48355.2,20073.1,4.1,3,Soleado,Soleado,10,10,20.7,12.7,1013.1,1016.2,61,79,1,0,165,368,65,false,22,8,3,44.8,3.9,4.4,3.8,60.9,67.4,1104.0,1311,11,9
2023-03-04,VY7962,BCN,VGO,275,30,5709,17,7,2514.6,882.1,801,11683,1171,82,107,false,A25,T1,A330,250,25,225,110.0,160.9,44247.5,30400.5,4.3,2,Nublado,Soleado,10,10,13.2,17.9,1019.3,1017.6,73,84,3,0,247,550,43,true,25,0,10,41.2,4.5,4.3,4.2,59.7,64.5,2433.7,1498,11,5
2023-03-05,VY9848,BCN,LHR,268,27,4416,22,8,2253.7,2268.4,803,11994,1294,134,152,true,C10,T1,A350,300,30,270,89.3,125.2,33553.6,44661.3,4.3,1,Nublado,Nublado,10,10,18.8,13.4,1017.0,1009.6,66,79,2,0,241,536,52,false,30,4,8,48.3,4.0,3.7,4.1,68.1,88.9,1802.1,1600,13,7
2023-03-06,VY6240,BCN,OVD,202,0,4617,9,8,1820.4,823.1,804,9120,795,133,135,false,C15,T1,A350,300,30,270,67.3,129.2,26098.4,25438.3,4.1,2,Soleado,Lluvia,10,8,17.8,15.0,1012.3,1014.7,79,69,5,0,181,404,61,true,30,8,10,49.7,4.2,4.1,4.0,52.1,61.1,2275.6,1495,8,10
2023-03-07,IB7956,MAD,TFN,169,5,5296,22,3,2825.8,1344.1,873,10166,537,146,155,false,C7,T4,A319,180,18,162,93.9,245.9,41557.1,39828.4,4.6,1,Lluvia,Nublado,8,10,14.7,12.5,1012.8,1014.6,85,83,4,0,152,338,40,false,18,2,1,33.7,4.8,4.8,4.6,79.9,75.9,1637.3,1876,15,8
2023-03-08,VY8841,BCN,BJZ,277,11,4650,17,4,2235.7,1480.5,871,10899,1116,146,167,false,A19,T1,A320,200,20,180,138.5,133.9,37090.3,39014.2,4.0,3,Lluvia,Lluvia,10,9,16.1,12.5,1018.5,1010.5,74,78,4,1,249,554,41,true,20,3,6,43.9,4.0,4.0,3.7,75.9,86.1,702.1,1822,7,12
2023-03-09,VY2738,MAD,SVQ,216,13,5539,13,4,1841.1,1532.9,813,10058,1293,57,67,true,C9,T4,A330,250,25,225,86.4,152.1,32853.6,43184.6,4.4,0,Soleado,Lluvia,10,5,17.7,13.7,1008.1,1019.4,70,65,4,1,194,432,57,true,25,2,2,41.7,4.0,4.6,4.1,74.4,65.8,2009.6,1790,11,8
2023-03-10,VY9220,BCN,MXP,168,3,5423,9,8,3329.7,2114.1,849,9214,925,67,79,true,C21,T1,A319,180,18,162,93.3,166.1,27904.8,41595.1,4.6,0,Soleado,Nublado,10,10,16.5,12.0,1010.8,1017.2,67,70,3,1,151,336,42,true,18,2,6,37.0,4.0,3.9,4.1,64.5,60.6,816.1,1488,8,6
2023-03-11,VY5342,BCN,TFS,278,8,6329,22,8,1931.6,2348.8,876,11306,943,132,136,false,C15,T1,A330,250,25,225,111.2,182.0,50596.0,34406.7,4.2,2,Nublado,Lluvia,10,7,19.9,17.0,1019.4,1011.4,70,85,2,2,250,556,41,true,25,2,1,35.8,4.5,4.8,3.8,75.1,75.6,1857.3,1361,11,9
2023-03-12,IB9481,BCN,CDG,245,10,5834,20,7,2688.5,1314.0,858,12195,1117,149,161,false,C22,T1,A321,220,22,198,111.4,296.5,72642.5,38442.4,4.1,3,Soleado,Lluvia,10,2,20.2,15.2,1018.1,1018.2,88,69,5,2,220,490,43,true,22,1,5,33.1,4.1,4.5,4.3,55.7,82.1,854.6,1605,12,7
