restaurant_id,restaurant_name,country_code,city,address,locality,locality_verbose,longitude,latitude,cuisines,average_cost_for_two,currency,has_table_booking,has_online_delivery,is_delivering_now,switch_to_order_menu,price_range,aggregate_rating,rating_color,rating_text,votes,date_review,date_posted
8913,Pirates of Grill,1,Gurgaon,"Ground Floor, MGF Mega City Mall, MG Road, Gurgaon","MGF Mega City Mall, MG Road","MGF Mega City Mall, MG Road, Gurgaon",77.0893563,28.4799415,"North Indian, Continental, Mughlai, Asian",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,2806,1719381959531,2024-06-26 06:05:59.531632
311759,Barista Creme Lavazza,1,Gurgaon,"Lower Ground Floor, MGF Metropolis Mall, MG Road, Gurgaon","MGF Metropolis Mall, MG Road","MGF Metropolis Mall, MG Road, Gurgaon",77.0823932,28.4785568,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,13,1730878669531,2024-11-06 07:37:49.531638
18446889,Frozen Adda,1,Gurgaon,"Food Court, 2nd Floor, MGF Metropolis Mall, MG Road, Gurgaon","MGF Metropolis Mall, MG Road","MGF Metropolis Mall, MG Road, Gurgaon",77.0816737,28.4784876,"Ice Cream, Desserts",350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5,1725619377531,2024-09-06 10:42:57.531644
9957,McDonald's,1,Gurgaon,"MGF Metropolis Mall, MG Road, Gurgaon","MGF Metropolis Mall, MG Road","MGF Metropolis Mall, MG Road, Gurgaon",77.0818967,28.479447,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,68,1718775483531,2024-06-19 05:38:03.531650
308840,Mr Idli Xpress,1,Gurgaon,"LG-33, Lower Ground Floor, MGF Metropolis Mall, MG Road, Gurgaon","MGF Metropolis Mall, MG Road","MGF Metropolis Mall, MG Road, Gurgaon",77.0817187,28.4792539,"South Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,120,1721386667531,2024-07-19 10:57:47.531656
18432226,bu��no,1,Gurgaon,"2nd Floor, Near Lifestyle, MGF Metropolis Mall, MG Road, Gurgaon","MGF Metropolis Mall, MG Road","MGF Metropolis Mall, MG Road, Gurgaon",77.0816737,28.478398,"Cafe, American, Desserts, Italian, Bakery",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,18,1722608737531,2024-08-02 14:25:37.531662
311777,Starbucks,1,Gurgaon,"Upper Ground Floor, MGF Metropolis Mall, MG Road, Gurgaon","MGF Metropolis Mall, MG Road","MGF Metropolis Mall, MG Road, Gurgaon",77.0818667,28.4791426,Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,66,1734223805531,2024-12-15 00:50:05.531667
2064,Al Kabab,1,Gurgaon,"9, Food Court, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0803248,28.4803301,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,67,1721736672531,2024-07-23 12:11:12.531673
311758,Bangkok 1,1,Gurgaon,"FC-10B, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802124,28.4802521,Thai,550,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,40,1739589476531,2025-02-15 03:17:56.531679
514,Barista,1,Gurgaon,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0800708,28.4809987,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,39,1713477212531,2024-04-18 21:53:32.531685
18408212,Cafe Cravings,1,Gurgaon,"Shop 22, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802574,28.481108,"Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,19,1724620651531,2024-08-25 21:17:31.531691
2061,Hello Sichuan,1,Gurgaon,"3rd Floor, Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802215,28.4806523,Chinese,750,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,42,1715811966531,2024-05-15 22:26:06.531706
2458,McDonald's,1,Gurgaon,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0800417,28.4803729,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,234,1729925726531,2024-10-26 06:55:26.531713
420,Rajasthali,1,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802124,28.4808348,"Gujarati, Rajasthani",750,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average,501,1712768164531,2024-04-10 16:56:04.531719
1599,Street Foods by Punjab Grill,1,Gurgaon,"3rd Floor, Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0803248,28.4803301,"Street Food, North Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,61,1733576082531,2024-12-07 12:54:42.531725
159,Subway,1,Gurgaon,"Shop 4A, 3rd Floor, Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802124,28.4804762,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,81,1735723537531,2025-01-01 09:25:37.531730
300119,Tibb's Frankie,1,Gurgaon,"Food Court, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801851,28.4803207,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,118,1737519213531,2025-01-22 04:13:33.531736
18466924,Tunday Kababi Dastarkhwan-e-Awadh,1,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.08040039,28.48028198,"Mughlai, North Indian",700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,13,1736412697531,2025-01-09 08:51:37.531742
18354984,Dunkin' Donuts,1,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802349,28.4807697,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,26,1729623139531,2024-10-22 18:52:19.531748
1096,Haldiram's,1,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802798,28.4807292,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,185,1730136975531,2024-10-28 17:36:15.531754
18336208,Keventers,1,Gurgaon,"3rd Floor, Opposite PVR Cinemas, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802349,28.4807697,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,27,1711087770531,2024-03-22 06:09:30.531760
3213,Khaaja Chowk,1,Gurgaon,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801711,28.4805322,"North Indian, Mughlai, South Indian, Rajasthani, Street Food",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,496,1726775923531,2024-09-19 19:58:43.531766
18381642,Phantom,1,Gurgaon,"Shop 48 & 49, 2nd Floor , MGF Metropolitan, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802349,28.4808594,"North Indian, Continental, Chinese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,55,1721050741531,2024-07-15 13:39:01.531771
338,Sage,1,Gurgaon,"Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801226,28.4805204,"Pizza, Italian",900,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,205,1718923518531,2024-06-20 22:45:18.531777
1245,TGI Friday's,1,Gurgaon,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801187,28.4810064,"American, Tex-Mex",2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good,730,1740358532531,2025-02-24 00:55:32.531783
18381233,The Belgian Fries Company,1,Gurgaon,"9 A, Food Court, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801674,28.4802478,"European, American, Street Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,31,1720157996531,2024-07-05 05:39:56.531789
18153552,The Grills King,1,Gurgaon,"Shop 1-5, Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0803727,28.4808767,"North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,468,1741082204531,2025-03-04 09:56:44.531799
18082232,Chicago Pizza,1,Gurgaon,"FC-08B, Food Court, 3rd Floor, MGF Metropolitan, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.080144,28.4803174,Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,29,1713867483531,2024-04-23 10:18:03.531805
3585,Suburbia - The Empire,1,Gurgaon,"2nd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802349,28.4811283,"Continental, European, North Indian",1800,Indian Rupees(Rs.),Yes,No,No,No,3,2.1,Red,Poor,90,1712617169531,2024-04-08 22:59:29.531811
305698,Viva Hyderabad,1,Gurgaon,"Food Court, 3rd Floor, MGF Metropolitan Mall","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0802124,28.4803866,"Biryani, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,34,1721527235531,2024-07-21 02:00:35.531817
18337917,Queens Caf��,1,Gurgaon,"R3-B, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801793,28.4805091,"Cafe, North Indian",900,Indian Rupees(Rs.),Yes,No,No,No,2,4.0,Green,Very Good,62,1724980411531,2024-08-30 01:13:31.531823
6847,Cafe Coffee Day,1,Gurgaon,"23, Ground Floor, Ninex City Mart Mall, Sohna Road, Gurgaon","Ninex City Mart Mall, Sohna Road","Ninex City Mart Mall, Sohna Road, Gurgaon",77.0412894,28.4166832,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,34,1722343751531,2024-07-30 12:49:11.531829
8147,FOA - The Flavours of Arabia,1,Gurgaon,"3rd Floor, Ninex City Mart Mall, Sohna Road, Gurgaon","Ninex City Mart Mall, Sohna Road","Ninex City Mart Mall, Sohna Road, Gurgaon",77.0413756,28.4167026,"Lebanese, North Indian",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,165,1717804761531,2024-06-07 23:59:21.531835
18198825,A1,1,Gurgaon,"4/9, Ratan Garden, New Colony Mor, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0204947,28.4669375,Biryani,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,1712590616531,2024-04-08 15:36:56.531841
302044,Apni Rasoi,1,Gurgaon,"Shop 301-302, Opposite Apna Enclave, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0129534,28.4841816,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,1741006241531,2025-03-03 12:50:41.531846
18399220,DBDN Deena Meat Vala,1,Gurgaon,"Shop 105, Old Jail Market, Shivaji Nagar, Old Gurgaon, Sector 11, Near Sector 37, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.026849,28.4569872,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,5,1739440444531,2025-02-13 09:54:04.531852
5084,Deep Chicken Corner,1,Gurgaon,"Shop 7, Palika Bazar, Near New Colony More, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0206596,28.4667157,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,18,1717676664531,2024-06-06 12:24:24.531858
302024,Dilli Rasoi,1,Gurgaon,"B-386, Ratan Garden, New Colony Mor, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0203953,28.4667607,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,31,1720344612531,2024-07-07 09:30:12.531864
18396399,French Omelette,1,Gurgaon,"New Colony More, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0204174,28.4668549,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,7,1728444865531,2024-10-09 03:34:25.531870
309987,Green Chick Chop,1,Gurgaon,"Opposite Bhim Nagar Aryan Hospital, Shivpuri, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0189174,28.4709408,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,1715973837531,2024-05-17 19:23:57.531876
18358183,Hangout Cafe,1,Gurgaon,"16 C, Opposite Lady of Fatima Convent School, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0196893,28.4653555,"Fast Food, Chinese",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,27,1739066745531,2025-02-09 02:05:45.531882
304713,Hari Om Rasoi,1,Gurgaon,"Main Madanpuri Road, Gali 5, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0178663,28.4603933,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,28,1725710320531,2024-09-07 11:58:40.531888
18396200,Harish Phulwari,1,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0274904,28.4580309,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,4,1711624224531,2024-03-28 11:10:24.531893
301358,Hotel Rajvanshi Restaurant,1,Gurgaon,"Hotel Rajvanshi, Near DSD College, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.022202,28.4645876,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,25,1726755309531,2024-09-19 14:15:09.531899
6834,Jagdish Vaishno Dhaba,1,Gurgaon,"Opposite Gurgaon Dreams, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0181934,28.473084,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12,1721419995531,2024-07-19 20:13:15.531905
6835,JVR Jayka,1,Gurgaon,"Opposite Gurgaon Dreamz, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0182331,28.4730183,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,1733306295531,2024-12-04 09:58:15.531911
302041,Kaza,1,Gurgaon,"Near Sector 4 & 5 Chowk, Opposite Sneh Hospital, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0136942,28.4823394,"North Indian, Mughlai, South Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,25,1740159779531,2025-02-21 17:42:59.531917
310412,Knight Delight Kafe,1,Gurgaon,"17, Shyam Palace, Baba Prakash Puri Chowk, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0141435,28.4810609,"Fast Food, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,12,1720778106531,2024-07-12 09:55:06.531923
18350120,Ko Jitters,1,Gurgaon,"P-4, Circular Road, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0166864,28.4678506,"Fast Food, Beverages",450,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,1727048537531,2024-09-22 23:42:17.531929
301989,Laajawab Chaap Express,1,Gurgaon,"Circular Road, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0175175,28.4674068,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,17,1722834736531,2024-08-05 05:12:16.531935
2107,Laddu Gopal,1,Gurgaon,"727, Bhim Nagar, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0193016,28.4713437,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,13,1714716053531,2024-05-03 06:00:53.531940
1029,Mini's Royal Cafe,1,Gurgaon,"Krishna Colony Corner, Near Taneja Hospital, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0136441,28.4670202,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,21,1727607695531,2024-09-29 11:01:35.531946
18144475,Pakwan,1,Gurgaon,"164/11, Shivpuri, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0189082,28.4712555,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,60,1727419202531,2024-09-27 06:40:02.531955
18331053,Patiala,1,Gurgaon,"16-F, Madanpuri Road, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0204469,28.4667702,"Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,33,1722072974531,2024-07-27 09:36:14.531961
18383525,Pind Balluchi,1,Gurgaon,"204/1/13, Dhobi Ghat, Subash Nagar, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0221359,28.4639996,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,11,1716819646531,2024-05-27 14:20:46.531967
1019,Pizza Man,1,Gurgaon,"Opposite Sector 7, Huda Market, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0186408,28.4721483,"Pizza, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8,1713444971531,2024-04-18 12:56:11.531973
18311926,Punjabi Dhani,1,Gurgaon,"220/11, Near Aryan Hospital, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0193636,28.470213,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,25,1719097718531,2024-06-22 23:08:38.531979
302037,Raju Halwai,1,Gurgaon,"Shop 49, Gali 6, Main Madanpuri Road, Laxmi Bazar, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0179074,28.4603566,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,1736976015531,2025-01-15 21:20:15.531985
18396397,Rupa Tikki Wala And Caterers,1,Gurgaon,"Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.023212,28.4626082,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,4,1740434901531,2025-02-24 22:08:21.531990
302027,Samrat The Cake Shoppe,1,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0259078,28.4597556,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,11,1715719600531,2024-05-14 20:46:40.531996
306938,Samrat,1,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0259899,28.4598188,"Bakery, Mithai, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,10,1740682255532,2025-02-27 18:50:55.532002
17977759,Sanjha Chula,1,Gurgaon,"Opposite Tirath Ram Hospital, Basai Road, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0200512,28.4570545,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,6,1732084521532,2024-11-20 06:35:21.532008
309986,Silver Crown,1,Gurgaon,"92/9, Near SBI Bank, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0191832,28.4669487,"North Indian, Chinese, Street Food, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,12,1719122558532,2024-06-23 06:02:38.532014
301800,Super Bakery,1,Gurgaon,"Near Bank of India, Jacobpura, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0247842,28.4609586,"Bakery, Fast Food, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,26,1740643423532,2025-02-27 08:03:43.532020
2177,The Chic,1,Gurgaon,"Shivpuri, Old Railway Road Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0187625,28.470938,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,15,1730844202532,2024-11-05 22:03:22.532025
304718,Unique Bus Wales,1,Gurgaon,"Opposite Furniture Height, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0175382,28.467287,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,16,1722120255532,2024-07-27 22:44:15.532031
310493,Dilli 6 Express,1,Gurgaon,"New Colony More, Near Easy Day, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0203817,28.4667732,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,31,1739780711532,2025-02-17 08:25:11.532037
18017239,Mangle Di Kulfi,1,Gurgaon,"154-B, New Colony Road, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0168909,28.4655014,"Ice Cream, Desserts",100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,18,1715695293532,2024-05-14 14:01:33.532048
18372397,The Oven Artist,1,Gurgaon,"191, New Colony, Near Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0157175,28.4652054,Bakery,800,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,25,1733181338532,2024-12-02 23:15:38.532054
304700,Bal Ji Rasoi,1,Gurgaon,"Near IndusInd Bank ATM, Main Madanpuri Road, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0179026,28.460487,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,1713226087532,2024-04-16 00:08:07.532060
18492087,Dakshin Bistro,1,Gurgaon,"P-3, Circular Road, Opposite Holy Heart Preparatory School, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",0.0,0.0,"South Indian, Biryani",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3,1714898999532,2024-05-05 08:49:59.532065
18396391,Metro Dhaba,1,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0277668,28.4579956,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,1722085163532,2024-07-27 12:59:23.532071
18370499,Sukhman Food City,1,Gurgaon,"Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0212272,28.4688983,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,1718615518532,2024-06-17 09:11:58.532077
18336543,The Burger Hub,1,Gurgaon,"P-6A, New Colony, Near, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0161752,28.4681772,"Burger, Fast Food, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,1734728446532,2024-12-20 21:00:46.532083
3603,Pizza Hut Delivery,1,Gurgaon,"11, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon","Omaxe Celebration Mall, Sohna Road, Gurgaon","Omaxe Celebration Mall, Sohna Road, Gurgaon, Gurgaon",77.0432685,28.4109555,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,93,1729367601532,2024-10-19 19:53:21.532089
313043,Hot Cherries,1,Gurgaon,"UG-9, Block C, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",Omaxe Gurgaon Mall,"Omaxe Gurgaon Mall, Gurgaon",77.0433584,28.4106951,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,84,1724040133532,2024-08-19 04:02:13.532095
230,Domino's Pizza,1,Gurgaon,"4-C, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",Omaxe Gurgaon Mall,"Omaxe Gurgaon Mall, Gurgaon",77.0431785,28.4113952,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,112,1736527669532,2025-01-10 16:47:49.532101
18322641,Coldpress Company,1,Gurgaon,"Omaxe Gurgaon Mall Sohna Road, Gurgaon",Omaxe Gurgaon Mall,"Omaxe Gurgaon Mall, Gurgaon",77.0435383,28.4105331,"Healthy Food, Juices, Salad, Italian, Continental",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,74,1733080414532,2024-12-01 19:13:34.532109
18391155,Hahn's Kitchen,1,Gurgaon,"One Horizon Centre, Golf Course Road, Gurgaon","One Horizon Center, Golf Course Road","One Horizon Center, Golf Course Road, Gurgaon",77.09791951,28.45112282,Korean,1800,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,12,1731067684532,2024-11-08 12:08:04.532116
18285742,Shree Rathnam,1,Gurgaon,"One Horizon Center, Golf Course Road, Gurgaon","One Horizon Center, Golf Course Road","One Horizon Center, Golf Course Road, Gurgaon",77.0974101,28.4511301,"South Indian, North Indian",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.4,Orange,Average,36,1718517854532,2024-06-16 06:04:14.532121
