content,title,artDate
" Zamenik premijera Kosova Besnik Bisljimi ocenio je danas da Srbija nastavlja da ometa proces dijaloga Beograda i Prištine, kršeći potpisane sporazume i da ne poštuje teritorijalni integritet i suverenitet Kosova. Besnik Bisljimi je na platformi Iks napisao da je to posebno došlo do izražaja u poslednje vreme pošto je u Srbiji usvojen nacrt zakona koji Kosovo tretira kao područje posebne socijalne zaštite i nacrt zakona o organizaciji i nadležnosti pravosudnih organa Srbije u procesuiranju krivičnih dela počinjenih na teritoriji Kosova. Evropska komisija podseća Kosovo i Srbiju da su sporazumi iz 2023. deo evropskih integracija Vesti 29. okt 2024 1 Vesti 29. okt 2024 1 „Dok Srbija šalje pisma Evropskoj komisiji da je spremna da sprovede obaveze koje proizilaze iz dijaloga samo da bi dobila milione evra od EU i Plana rasta, sa druge strane, nastavlja da krši sporazume, teritorijalni integritet i suverenitet Kosova, čime nastavlja sa pokušajima da blokira put ka procesu normalizacije“, tvrdi zamenik premijera. Ocenio je da Srbija poslednje tri godine podstiče nasilje i učestalo napade kosovske institucije i pozvao Evropsku uniju da reaguje.",Bisljimi tvrdi da Srbija ometa proces dijaloga i ugrožava suverenitet Kosova,2024-10-29
"zdravitas.gov.rs Poverenik za informacije od javnog značaja i zaštitu podataka o ličnosti saopštio je, nakon što je sproveo inspekcijski nadzor povodom obrade podataka maloletnih lica u okviru portala ""Zdravitas"" Ministarstva prosvete, da se sve sprovodi u skladu sa zakonima, pravilnicima, strategijama i akcionim planovima, odnosno da nema povrede podataka o ličnosti. Poverenik je naveo da je inspekcijski nadzor utvrdio da je pravni osnov za uspostavljanje portala „ Zdravitas „ , koji će pratiti fizički razvoj i razvoj motoričkih sposobnosti kod učenika u osnovnom i srednjem obrazovanju, sadržan u Zakonu o osnovama sistema obrazvanja i vaspitanja , kojim je propisano da se podaci dobijeni u okviru nastave fizičkog i zdravstvenog vaspitanja unose u registar dece, učenika, odraslih i studenata. Svrha obrade podataka, kako se dodaje u saopštenju, određena je u Zakonu o osnovama sistema obrazovanja i vaspitanja, kao i da će se na portalu „Zdravitas“ unositi podaci iz evidencija koje škole već vode u okviru nastave fizičkog i zdravstvenog vaspitanja. „Podaci o ličnosti učenika na korisničkom delu portala biće u obliku izveštaja o motoričkim sposobnostima i fizičkom razvoju i dostupni samo za roditelje/zakonske zastupnike učenika koji su autorizovani. U slučaju da roditelji/zakonski zastupnici nisu u statusu autorizovanog korisnika portala, podaci iz istog se mogu preuzeti i od nadležnog nastavnika u školi“, navodi se u saopštenju Poverenika. Pristup podacima imaju administrator, direktor škole, zaposleni u školi Administrativnom delu portala, kako se dodaje, pristup podacima pored administratora ima isključivo autorizovani korisnik odnosno direktor škole, zaposleni u školi – ovlašćeno lice od strane direktora škole, odeljenjski starešina, nastavnik razredne nastave i nastavnik fizičkog i zdravstvenog vaspitanja za učenike za koje su nadležni. Postupak je sproveden nakon što je više prosvetnih sindikata podnelo zahteve Povereniku zbog moguće zloupotrebe ličnih podataka, navodeći da su u pitanju lični podaci svakog učenika i da ne znaju da li prosvetni radnici imaju pravo da vode takvu evidenciju. Ministarka prosvete Slavica Đukić Dejanović najavila je 2. septembra da će se kroz novi informacioni sistem „Zdravitas“ pratiti motorne aktivnosti đaka od trećeg razreda do kraja srednje škole, kako bi se na vreme uočile i otklanjale eventualne nepravilnosti kod dece. PROČITAJTE I: DS: Tužilaštvo da istraži dodelu ugovora za izradu softverske platforme za projekat Zdravitas Vesti 10. okt 2024 0 Vesti 10. okt 2024 0 Sindikati prosvete odbijaju platformu „Zdravitas“: Loše zamišljeno, a zaposleni preopterećeni Vesti 03. okt 2024 11 Vesti 03. okt 2024 11",Poverenik: Оbrada podataka na portalu ‘Zdravitas’ u skladu sa zakonima,2024-10-28
" Na današnji dan dogodilo se: 439. Vandali, predvođeni kraljem Genserikom, osvojili su Kartaginu koja je postala glavni grad vandalske države u Africi. 1321. Umro je srpski kralj Stefan Milutin Nemanjić. Tokom njegove vladavine od 1282. Srbija je proširila granice na severu i na jugu i doživela ekonomski i kulturni razvoj, postavljene su osnove zakonodavstva i državne uprave. Podigao je i obnovio više crkava i manastira (Gračanica, Nagoričino). 1507. Rođen je španski vojskovodja Fernando Alvares de Toledo, vojvoda od Albe. Kao namesnik Holandije (1567-73) sprovodio je teror nad protivnicima španske krune, tokom kojeg je pogubljeno 18.000 ljudi. Preko svoje špijunske mreže podsticao je progone hugenota (protestanata) u Francuskoj za vreme Katarine Mediči. 1814. Prvi parni ratni brod „Fulton“ koji je konstruisao Robert Fulton, porinut je u njujorškoj luci. 1881. U Japanu je osnovana prva nacionalna politička stranka (Jiyuto). 1888. U Carigradu je potpisana Konvencija o Sueckom kanalu, prema kojoj „kanal treba da bude slobodan i otvoren, za vreme rata i u vreme mira, za sve trgovačke i ratne brodove bez razlike na zastavu“. 1889. Umro je ruski pisac, književni kritičar i revolucionar Nikolaj Gavrilovič Černiševski. Njegovo političko delovanje u carskoj Rusiji prekinuto je progonstvom u Sibir (1864). Zalagao se da književnost bude oruđe društvene kritike, a u delu „Šta da se radi“ izneo je svoje socijalističko-utopijske poglede na društvo. 1897. Rođen je nemački nacistički političar Jozef Gebels, ministar prosvete i propagande nacističke Nemačke (1933-45), jedan od inspiratora antisemitskog terora. Iz straha pred odgovornošću za nacističke zločine, izvršio je samoubistvo sa celom svojom porodicom u poslednjim časovima pred pad Berlina u Drugom svetskom ratu. 1910. Rođen je engleski filozof Džuls Alfred Ejer, čija se knjiga „Jezik, istina i logika“ smatra manifestom logičkog pozitivizma („Zasnivanje empirijskog znanja“, „Problem saznanja“, „Pojam osobe“). 1911. Umro je Džozef Pulicer, američki novinski magnat, jedan od začetnika „žute štampe“, iz čije se fondacije svake godine dodeljuje „Pulicerova nagrada“ za novinarstvo, karikaturu, američku istoriju, poeziju, dramu, roman i muziku. 1918. Hrvatski sabor je posle raspada Austro-Ugarske u Prvom svetskom ratu proglasio raskid državno-pravnog odnosa sa Habsburškom monarhijom i proglasio pristupanje Hrvatske Kraljevini Srba, Hrvata i Slovenaca. 1923. Turska je proglašena republikom, a general Mustafa Kemal (od 1930. Kemal Ataturk) postao je prvi predsednik. 1929. Krah Njujorške berze, poznat kao „crni utorak“, označio je početak velike krize koja je uzdrmala temelje američke privrede, a kasnije se proširila na ceo svet. Industrijska proizvodnja je pala u razvijenim zemljama na nivo s početka veka, a bez posla je ostalo 26 miliona ljudi. 1950. Umro je švedski kralj Gustav V koji je tokom vladavine od 1907. osigurao neutralni status Švedske u oba svetska rata. 1956. Dva dana uoči francusko-britanskog napada na Egipat, izraelska vojska napala je poluostrvo Sinaj. 1964. Ujedinjena Republika Tanganjika, Zanzibar i Pemba promenila je naziv u Tanzanija. 1996. U Beču je održana aukcija oko 8.000 slika, skulptura i ostalih umetničkih dela koja su od austrijskih Jevreja u Drugom svetskom ratu oteli austrijski i nemački nacisti. Prihod je dodeljen ljudima koji su preživeli holokaust. 1998. Komisija za istinu Južne Afrike predala je izveštaj predsedniku Nelsonu Mendeli u kojem su bivši predsednik Bota, Mendelina bivša supruga Vini, Butelezi i Afrički nacionalni kongres optuženi za kršenje ljudskih prava. 1998. Veteran američke astronautike Džon Glen u 77. godini spejs šatlom „Diskaveri“ ponovo je poleteo u kosmos, 36 godina posle svoje prve kosmičke misije. 1999. Iranski predsednik Muhamed Katami završio je posetu Parizu, prvu od 1979. godine, tokom koje je apelovao na globalnu toleranciju i bolje povezivanje sa Zapadom. 2000. Više od 30.000 ljudi demonstriralo je protiv neonacista u nemačkom gradu Diseldorfu. 2001. Japan je usvojio kontroverzni zakon koji dozvoljava japanskim oružanim snagama, prvi put posle Drugog svetskog rata, da budu angažovane u inostranstvu kao podrška američkim napadima u Avganistanu. 2002. U požaru koji je zahvatio petospratni Međunarodni trgovinski centar u južno-vijetnamskom gradu Ho Ši Min, poginula je 61 osoba, a povređeno više od 100 ljudi. To je bio najveći požar u tom gradu u poslednjih 27 godina. 2003. U Tokiju (Japan) je osuđen na smrt vešanjem doktor Tomomas Nakagava, jedan od vođa japanskog kulta Strašnog suda, koji je 1995. učestvovao u napadu smrtonosnim nervnim gasom na tokijsku podzemnu železnicu kada je umrlo 12 ljudi. 2003. Umro je italijanski tenor Franko Koreli jedan od najpopularnijih operskih pevača 20. veka, koji je nastupao u vodećim svetskim kućama, od milanske Skale do Metropoliten opere u Njujorku. 2004. Lideri Evropske unije potpisali su u Rimu evropski ustav, a 25 zemalja članica EU imale su rok od dve godine za njegovu ratifikaciju. 2013. Umro je ugledni advokat i borac za ljudska prava Srđa Popović. 2004. Arapska televizija Al Džazira emitovala je video snimak u kojem je vođa Al Kaide Osama Bin Laden prvi put javno priznao da stoji iza terorističkih napada u SAD, 11. septembra 2001. godine. 2006. U avionskoj nesreći brazilskog aviona koji je nestao iznad prašuma Amazonije poginulo je 155 putnika i članova posade. 2015. Kina je ukinula „politiku jednog deteta“ koja je bila na snazi 36 godina i dozvolila svim kineskim parovima da imaju po dvoje dece. 2019. Libanski premijer Saad Hariri objavio je ostavku svoje vlade nakon dvonedeljnih protesta koji su paralisali zemlju. 2022. Poginulo je 150 ljudi i isto toliko povređeno u masovnoj gužvi u jednoj uskoj ulici u Seulu (Južna Koreja) tokom proslave Noći veštica.","Na današnji dan, 29. oktobar",2024-10-29
"SAVO PRELEVIC / AFP Službenik Uprave policije Područne jedinice Bijelo Polje A.S. povređen je nakon što se vozilo interventne jedinice prevrnulo jutros, oko 2.40 časova, u mestu Sokolac, kod Bijelog Polja, saznaju Vijesti. Iz Osnovnog državnog tužilaštva Vijestima je potvrđeno da je jutros oko 2.45 časova dežurnom tužiocu Alminu Hodžiću prijavljeno sletanje vozila interventne jedinice u Sokolcu. Vijesti iz izvora bliskih Upravi policije saznaju da su službenici policije sinoć bili u potrazi za višestrukim povratnikom Alijom Balijagićem. Iz Osnovnog državnog tužilaštva (ODT) je potvrđeno da se u vozilu nalazilo šest službenika policije i da su neki od njih upućeni u bjelopoljski Urgentni centar. Iz Urgentnog centra bjelopoljske Bolnice, „Vijesti“ saznaju da je jedan od službenika zadobio povredu šake i da je nakon pretraga konstatovan prelom prsta. „Do nezgode je došlo kada se to vozilo, kojim je upravljao D.M. kretalo u koloni drugih policijskih vozila u potrazi za A.B. i kada je, iz za sada neutvrđenih razloga sletjelo sa puta“, kazala je PR Osnovnog državnog tužilaštva Danijela Đuković. Uviđaj je obavio tužilac Hodžić, sa veštakom saobraćajne struke Milenkom Čabarkapom i policijskim službenicima. Podsetimo, brat i sestra M.M. i J.M. stari oko 50 godina ubijeni su sinoć u bjelopoljskom selu Sokolac. Policija i dalje traga za počioniocem ubistva brata i sestre u Sokolcu Region 26. okt 2024 0 Region 26. okt 2024 0",Policajac povređen tokom potrage za osumnjičenim za ubistvo kod Bijelog Polja,2024-10-26
" Direktan napad gradonačelnika Beograda Aleksandra Šapića na novinara  je uznemirujuć pokušaj da se ućutkaju i zastraše novinari koji profesionalno obavljaju svoj posao, istakli su iz Slavko Ćuruvija fondacije. Iz Fondacije pružaju podršku novinaru Miodragu Sovilju i navode da je iskorišćavanje press konferencije za udar na novinare neprihvatljivo i predstavlja nedostojno vršenje javne funkcije. ❗Direktan napad gradonačelnika #Beograd @AcaSapic na @miodrag_sovilj i @n1srbija je uznemirujuć pokušaj da se ućutkaju i zastraše novinari koji profesionalno obavljaju svoj posao. ➡ Iskorišćavanje press konferencije za udar na novinare je neprihvatljivo i predstavlja… https://t.co/yGlOd0SD1I — Slavko Ćuruvija fond (@scfondacija) October 24, 2024 Podsetimo, ranije danas gradonačelnik Beograda konferenciju za novinare posvetio je izveštavanju  i novinaru Miodragu Sovilju. Nakon rasprave sa reporterom , gradonačelnik je prikazao snimak sa prethodne konferencije za novinare kako bi navodno pokazao da je Miodrag Sovilj fingirao prilog sa te konferencije i detaljno analizirao šta je rekao, a šta je novinar  od njegovih reči preneo. Šapić je u raspravi sa reporterom  i vređao, poručivši da su svi novinari UM – hohštapleri. Šapić: „Samo da pokažem javnosti, da pokažem šta vi radite, meni je bitno da javnost sazna kakvi ste vi hohštapleri i manipulatori“ : Hohšapleri? „Teški, teški, teški… Oni sa Savskog nasipa su mala deca za vas, moram da priznam“, rekao je. Šapić posvetio konferenciju  i vređao novinare UM, deo reportera napustio salu Vesti 24. okt 2024 173 Vesti 24. okt 2024 173 NVO i opozicija o napadu Šapića na : Neprimereno da iskaljuje frustraciju i “trenira strogoću” Vesti 24. okt 2024 7 Vesti 24. okt 2024 7",Fondacija „Slavko Ćuruvija“: Napad Šapića na novinara  predstavlja nedostojno vršenje javne funkcije,2024-10-24
"""Izveštaj Evropske komisije o napretku Srbije identifikuje sve probleme iz ranijih izveštaja. U njemu se govori o određenom nivou napretka ili graničnom napretku, a to znači da u odnosu na prethodni izveštaj država kandidat nije napredovala. Iako naša vlast govori da se u izveštaju navodi napredak, granični napredak kako to nazivaju u EK, zapravo znači da niste dobili prelaznu ocenu"", rekao je evropski dopisnik  novinar Nikola Radišić. „Vlast kaže naveden je napredak u izveštaju, ali to znači da je situacija ista kao i prethodnih godina. Problem je u neusaglašenosti spoljne politike Srbije sa spoljnom politikom EU, a koja je sada izbila u fokus, problemi se navode i u oblasti demokratije, medija, vladavini prava, pitanju Kosova. Najnoviji izveštaj EK pokazuje zapravo kontinuitet prtehodnih izveštaja i pokazuje da nema mnogo pomaka na evropskom putu Srbije, ali je najnoviji izveštaj sa nešto oštrijim kvalifikacijama“, rekao je u emisiji Dan uživo evropski dopisnik  novinar Nikola Radišić. Kada je reč o stanju u srpskim medijima, Radišić navodi da najnoviji izveštaj EK pokazuje da „nema napretka i poboljšanja medisjke situacije“ u Srbiji. Pročitajte još: Štiplija o izveštaju EK: Na Srbiji da uhvati ovaj voz proširenja, sledećeg neće biti Vesti 30. okt 2024 31 Vesti 30. okt 2024 31  imao uvid u izveštaj Evropske komisije o Srbiji: Nedovoljan napredak u ključnim pitanjima Vesti 29. okt 2024 37 Vesti 29. okt 2024 37 SSP: Izveštaj EK o napretku Srbije – još jedan u nizu poraza evropske ideje u Srbiji Vesti 30. okt 2024 5 Vesti 30. okt 2024 5 „I dalje postoje brojni problemi sa medijskim zakonima, problemi sa radom REM-a. Ti prblemi se navode i u različitim rezolucijama Evropskog parlamenta u kojima je takođe taj problem istaknut kao jedan od ključnih problema. Postoje problemi kada je u pitanju bezbednost novinara, a kao i problem političari koji svojim izjavama utiču na njihovu bezbednost. Političari i dalje targetiraju novinare, upitno je i finansiranje kao i vlasništvo medija u Srbiji“, rekao je Radišić. Jedna od tema i problem koji se takođe navodi u izveštaju EK, jesu izbori i izborni proces u Srbiji. „U izveštaju se navodi da postoje pritisci na birače, nejednaka zastupljenost političkih aktera u medijima, a kada je reč o poslednjim izborima govori se o favorizaciji određenih partija u izbornom procesu, pritiscima političara. Sve to nije ništa novo. Ti problemi se godinama ne rešavaju i zato je u pitanju taj, kao ga naovde, ograničeni napredak jer nismo otišli ni korak dalje“, objašnjava evorpski novinar Nikola Radišić. Kada je reč o reformi pravosuđa mnogi neophodni zakoni su usvojeni, ali se oni, kako se navodi u izveštaju, ne sprovode u praksi. „Reforme, uprkos usvajanju zakona, su mrtvo slovo na papiru. Veliki su pritisci na predstavnike pravosuđa. Potrebno je urediiti oblast pravosuđa u Srbiji kako bi nosioci pravosudnih funkcija bili nezavisni, da političari ne bi više uticali na njih i prestali da ih satanizuju. Mnogo toga treba da se promeni u Srbiji, a posebno u glavamo političara koki nikako da shvate da ljudi žele da žive u demokratiji, u zemlji u kojoj će se poštovati vladavina prava bez obzira na to ko je na vlasti“, naveo je Radišić. Komentarišući poslednju izjavu vsokog predstavnik za spoljnu politiku i bezbednost Žozep Borel koji je danas u Briselu izjavio da Srbija ne može održavati odnose s Rusijom i očekivati članstvo u EU , Radišić kaže da je ta poruka uvek ista. „Možda ponekad Borel ili neko od njegovih kolega izađu sa izjavom koja je možda oštrija, ali je poruka uvek ista. Onda Vučić ili Šurić kažu – mi ćemo to na kraju procesa pridruživanja. Međutim, usaglašavanje spoljne politike Srbije sa spoljnom politikom EU je pitanje koje postoji od prvog dana. I na tome se sada insistrra jer je Eropa posredno u ratu. EU smatra da je uvođenje sankcija Rusiji način da se Srbija izjasni na čijoj je strani. Ali činjenica da Srbija nije kažnjena do sada zbog neusaglašavanja govori mi da u Briselu postoji određena doza razumevanja za položaj Srbije, koja zavisi od Rusije kada je reč o podršco srpske ideje o rešavanju problema Kosova kao i zbog energenata“, objašnjava Radišić. Govoreći o izjavi predsednika Srbije Aleksandar Vučića, a povodom ocena iz izveštaja Evropske komisije o neusklađenosti Srbije sa spoljnom politikom Evropske unije (EU), kada je naveo da su evropski zvaničnici u pravu i „čestitao im što su to primetili“ , Radišić ocenjuje kao ciničnu i nepotrebnu. „Vučić je ciničan i nije trenutak za to. U izveštaju se jasno kaže da produbljivanje saradnje sa kinom i rusijom dovodi u pitanje strateški put Srbije, a za koji vlast tvrdi da je evriosju. Jasno je u izveštaju naglašeno da je ta stvar upitna i nameće se pitanje je koliko će im EU još gledati kroz prste. Kina je jedna, a Rusija potpuno druga priča, i kina ne predstavlja toliki problem“, zaključio je evropski dopisnik  novinar Nikola Radišić. #related-news_1","Evropski dopisnik  o izveštaju EK: Srbija nije napredovala, neophodna promena u glavama političara",2024-10-30
"/BigTunaOnline Ministar finansija Siniša Mali i ministar turizma i omladine Husein Memić saglasili su se na današnjem sastanku da je neophodno hitno uvođenje reda u oblasti oglašavanja neregistrovanog smeštaja na onlajn platformama kao što su Booking i Airbnb i istakli da država neće tolerisati oglašavanje takvog smeštaja. Kako je navedeno u saopštenju Ministarstva finansija, ministri su istakli da će imati „nultu toleranciju za ugostitelje koji se na pomenutim platformama oglašavaju i pružaju usluge smeštaja kao neregistrovani subjekti (subjekti koji nisu prijavljeni u Centralni informacioni sistem eTurista), odnosno ugostitelje koji nisu pribavili rešenje o kategorizaciji, za šta imaju obavezu prema Zakonu o ugostiteljstvu“. Može li da se zabrani Booking u Srbiji: U ministarstvu kažu – nije cilj onemogućavanje rada platforme Ekonomija 19. okt 2024 39 Ekonomija 19. okt 2024 39 Mali i Memić su naveli da će Vlada Srbije zatražiti hitan sastanak najpre sa predstavnicima kompanije Booking , kao platforme koja je u tom smislu najzastupljenija, kako bi poslovala u skladu sa važećim propisima Srbije. Dodali su da je ovakvo usklađivanje neophodno radi zaštite korisnika usluga, očuvanja kvaliteta ponude i stvaranja jednakih i fer uslova na tržištu, na kome će svi ugostitelji postupati u skladu sa pravilima. Istakli su da nije cilj ograničavanje rada platforme koja ima značajnu ulogu u omogućavanju rezervacija smeštaja u Srbiji od strane velikog broja turista, već da osigura da platforma, kao i ugostitelji, posluju u skladu sa važećim propisima Srbije. Pročitajte još: Da li će država zatvoriti Booking u Srbiji: Ministarstvo predlaže radikalne mere Ekonomija 17. okt 2024 129 Ekonomija 17. okt 2024 129 „Odlično izdajem stan na dan, ocena 9,9 na Bukingu“: Šta vas preporučuje da vodite Rakovicu? Vesti 16. avg 2024 12 Vesti 16. avg 2024 12",Ministri o platformama Booking i Airbnb: Država neće tolerisati oglašavanje neregistrovanog smeštaja,2024-10-29
" Iskazom 100. svedoka optužbe iza zatvorenih vrata, danas je pred specijalnim sudom u Hagu nastavljeno suđenje četvorici bivših vođa OVK, optuženima za ratne zločine na Kosovu i u Albaniji, 1998/99. godine. Za zlodela nad Albancima, Srbima i Romima u više od 40 pritvora OVK, optuženi su tadašnji vodeći članovi Glavnog štaba OVK Hašim Tači, Kadri Veselji, Redžep Seljimi i Jakup Krasnići. Svedočenje na sednici nedostupnoj javnosti danas je završio zaštićeni svedok pod šifrom 4854, a iskaz je, pod istim uslovima, potom započeo svedok 4890. Obojica svedoče preko video veze. U kratkom otvorenom delu zasedanja, svedok 4890 je zakletvu da će govoriti istinu dao na srpskom jeziku. Kako proističe iz sudskih dokumenata, posebne uslove za ove svedoke zatražila je, u skladu sa propisima suda, jedna vlada iz razloga nacionalne bezbednosti. Suđenje Tačiju: Komanda brigade OVK bila u selu gde su, po ranijoj presudi, počinjeni zločini Vesti 28. okt 2024 1 Vesti 28. okt 2024 1 Bivši visoki starešina OVK na suđenju Tačiju: Uhapšen policajac iako Albancima nije učinio ništa loše Svet 24. okt 2024 0 Svet 24. okt 2024 0 Tim uslovima obezbeđuje se potpuna anonimnost svedoka koja je neophodna, kako je u spisima naznačilo tužilaštvo, usled njihovog straha od odmazde, kao i zbog uporne klime zastrašivanja svedoka koja, kako je sud više puta utvrdio, i dalje vlada na Kosovu. Suđenje četvorici ratnih vođa OVK počelo je u Hagu 3. aprila prošle godine. Za izvođenje dokaza protiv optuženih, tužioci imaju rok do sredine aprila 2025. Optužnica u 10 tačaka tereti Tačija (55), Veseljija (56), Seljimija (52) i Krasnićija (73) za: progon na političkoj i etničkoj osnovi, zatvaranje, nezakonito hapšenje i pritvaranje, druge nehumane postupke, okrutno postupanje, prisilni nestanak, mučenje (dve tačke) i ubistva (dve tačke). Navedene zločine, pripadnici OVK pod komandom optuženih počinili su, po optužnici nad približno 407 pritvorenika, od kojih je najmanje 102 ubijeno, od marta 1998. do septembra 1999. U optužnici je identifikovano 75 žrtava – 51 srpska, 23 albanske i jedna romska. Šest tačaka optužnice tereti Tačija, Veseljija, Seljimija i Kransićija za zločine protiv čovečnosti, a četiri tačke za ratne zločine. Prema optužnici, Tači, Veselji, Seljimi i Krasnići bili učesnici u udruženom zločinačkom poduhvatu. Cilj tog zločinačkog poduhvata bilo je preuzimanje kontrole nad celim Kosovom nasiljem nad svima koje je OVK smatrala „protivnicima“. Kao saučesnici u zločinačkom udruženju, u optužnici su navedeni i oficiri OVK: Azem Sulja, Ljah Brahimaj, Fatmir Ljimaj, Sulejman Seljimi, Rustem Mustafa, Šukri Buja, Ljatif Gaši i Sabit Geci. Svi optuženi izjavili su da nisu krivi. Oni su u pritvoru u Hagu od hapšenja na Kosovu u novembru 2020.","Iskaz stotog svedoka optužbe na suđenju Tačiju za ratne zločine, iza zatvorenih vrata",2024-10-29
" Oko 40 odsto ilegalnih migranata koje Hrvatska zaustavi na svojoj granici stižu avionom u susedne države, zbog čega bi one trebalo da usklade vizni režim sa Evropskom unijom (EU), rekao je hrvatski premijer Andrej Plenković za francuske medije, France24 i Radio France Internationale (RFI). Zagovaramo potpuno usklađivanje vizne politike država susedstva sa EU, kako bi se zaustavila neprihvatljiva praksa da ljudi dolaze u Beograd i Sarajevo bez viza i onda postaju ilegalni migranti koji pokušavaju da pređu zelenu granicu, poručio je Plenković, prenosi HRT. Povezane vesti Uhapšen hrvatski državljanin, kombijem prevozio 33 migranta Vesti 04. sep 2024 0 Vesti 04. sep 2024 0 U antimigrantskoj stranci u Hrvatskoj, hranu i piće poslužuju – strani radnici Region 18. apr 2024 8 Region 18. apr 2024 8 Plenković je rekao da je Hrvatska suzdržana u pogledu dogovora Italije i Albanije o osnivanju centara za ilegalne migrante na albanskoj teritoriji, koji mogu da prime do 30.000 ljudi. Na pitanje o „dvostrukoj igri predsednika Srbije Aleksandra Vučića na geopolitičkom planu“, Plenković je rekao da Srbija tek treba da uskladi svoju spoljnu i bezbednosnu politiku sa EU, ako želi da postane članica, mada Beograd trenutno ima pristup u nekoliko smerova. Malo sa Briselom, malo sa Berlinom, malo sa Parizom, pa Moskvom i Pekingom. To je njihov pristup i mislim da je važno da svi ključni partneri unutar EU i saveznici u NATO shvate tu politiku. Ako Srbija istinski želi da se pridruži EU, moraće da donese odluku, uprkos istorijskim vezama sa Rusijom, zaključio je Plenković.",Plenković: Oko 40 odsto ilegalnih migranata u Hrvatsku stižu iz Srbije i BiH,2024-10-26
" U Republici Srpskoj je uhapšeno sedam osoba osumnjičenih za trgovinu narkoticima, krijumčarenje migranata i pranje novca čime su se bavili od 2020. godine. Uhapšene su tri osobe iz Novog Grada, dve iz Banjaluke, po jedna osoba iz Bijeljine i Zvornika, a za jednim osumnjičenim je u toku potraga. Na osnovu naredbi Suda BiH u toku su pretresi na 11 lokacija na području RS koje su koristili osumnjičeni. Do sada je nađeno i oduzeto oduzeto više komada oružja, više od 100.000 konvertibilnih maraka (oko 50 hiljada evra), vozila i čamci za krijumčarenje, računari, mobilni telefoni. U sprovođenju te akcije nazvane „Vertigo“ policija RS je sarađivala sa Evropolom, policijama Hrvatske, Slovenije i Italije. Policija oduzela oružje i uhapsila oca i sina u Smederevu Vesti 29. okt 2024 0 Vesti 29. okt 2024 0","U RS uhapšeno više osoba osumnjičenih za trgovinu drogom, krijumčarenje i pranje para",2024-10-29
" Organizacija ""Beograd u pokretu"" kritikovala je danas uvođenje nove stavke na računu Infostana u Beogradu, koja se tiče tretmana i odlaganja komunalnog otpada, i ocenila da će to finansijski ugroziti i građane i preduzeća. „Privreda plaća odnošenje smeća po kvadraturi, što dovodi do nesrazmernog opterećenja. Ovaj sistem tarifiranja, posebno uz novu stavku za tretman otpada, stvara dodatni pritisak na preduzeća“, naveli su u saopštenju iz organizacije „Beograd u pokretu“. Na novim računima Infostana u Beogradu i usluga deponije smeća Vinča Ekonomija 05. sep 2024 26 Ekonomija 05. sep 2024 26 Ističu da se građani suočavaju sa višim računima , dok privreda plaća neproporcionalno visoke cene, što ukazuje na rizik od zloupotrebe tržišne pozicije i dodatno pogoršava ionako tešku situaciju. „Zahtevamo da se cene komunalnih usluga, uključujući tretman i odlaganje otpada, izjednače za domaćinstva i privredu. Svi korisnici zaslužuju jednake uslove i fer tarifiranje“, dodaje se.",NVO kritikuje uvođenje novih stavki na računima Infostana u Beogradu,2024-10-28
