fecha,vuelo,origen,destino,pasajeros,retraso_minutos,combustible_litros,temperatura,tripulacion,equipaje_kg,carga_kg,velocidad_crucero,altitud_crucero,distancia_km,duracion_prevista,duracion_real,escala_tecnica,puerta_embarque,terminal,tipo_avion,capacidad_maxima,asientos_business,asientos_turista,ocupacion_percent,precio_medio,ingresos,costes_operacion,satisfaccion_media,incidencias,clima_origen,clima_destino,visibilidad_origen,visibilidad_destino,viento_origen,viento_destino,presion_origen,presion_destino,humedad_origen,humedad_destino,conexiones,equipaje_perdido,comidas_servidas,bebidas_servidas,peliculas_disponibles,wifi_disponible,asientos_preferentes,mascotas_abordo,asistencias_especiales,edad_media_pasajeros,satisfaccion_comida,satisfaccion_vuelo,satisfaccion_tripulacion,consumo_entretenimiento,uso_wifi_percent,compras_abordo,nivel_combustible_llegada,tiempo_taxi_despegue,tiempo_taxi_aterrizaje
2023-01-16,VY7931,MAD,LCG,230,18,4775,19,4,2806.6,865.4,809,10858,659,55,65,false,A11,T4,A350,300,30,270,76.7,254.6,58558.0,33050.6,4.0,0,Lluvia,Nublado,7,10,17.3,12.6,1016.2,1008.0,84,71,4,2,207,460,60,true,30,3,1,46.2,4.3,3.8,4.3,52.6,81.0,2360.0,2177,6,8
2023-01-17,IB6354,BCN,LHR,253,8,6580,11,6,2480.3,2130.6,845,11126,737,72,83,false,C19,T1,A321,220,22,198,115.0,154.9,39189.7,33664.9,4.5,0,Nublado,Nublado,10,10,17.4,21.3,1019.1,1015.8,90,77,2,2,227,506,46,true,22,0,4,47.6,3.8,3.8,4.6,73.8,69.3,1323.8,1670,7,9
2023-01-18,VY2653,MAD,LCG,180,18,5790,21,6,3657.8,1485.6,848,10724,1093,149,166,false,C22,T4,A319,180,18,162,100.0,123.3,22194.0,29775.1,4.6,1,Nublado,Lluvia,10,3,16.0,20.1,1008.3,1015.8,79,78,4,2,162,360,40,true,18,3,6,43.6,4.1,4.5,4.0,67.0,67.3,1957.7,1492,6,8
2023-01-19,VY8646,MAD,SVQ,206,18,6319,9,5,2241.2,1064.1,822,9027,1001,97,106,true,C9,T4,A319,180,18,162,114.4,103.0,21218.0,49434.0,3.8,1,Soleado,Soleado,10,10,17.7,14.7,1014.2,1012.9,83,68,2,1,185,412,61,false,18,5,5,46.7,3.9,4.7,3.8,70.3,89.2,1604.2,2205,7,8
2023-01-20,VY8621,MAD,IBZ,180,9,5979,14,8,2974.3,1579.5,882,10372,814,126,133,true,A17,T4,A321,220,22,198,81.8,245.5,44190.0,31924.5,4.8,2,Soleado,Nublado,10,10,18.8,16.2,1014.0,1008.1,60,70,2,0,162,360,55,true,22,4,5,50.0,4.9,4.3,4.6,73.2,67.0,1994.7,1473,14,8
2023-01-21,IB6982,BCN,AMS,247,19,5203,21,8,2757.5,2060.0,840,11760,473,76,86,false,B3,T1,A321,220,22,198,112.3,229.7,56735.9,18823.3,4.3,1,Lluvia,Lluvia,2,9,14.9,13.9,1012.2,1017.2,89,60,2,0,222,494,42,true,22,1,4,42.9,3.9,4.8,4.1,50.7,75.3,2399.9,1624,9,6
2023-01-22,IB9493,MAD,VGO,272,30,4430,8,8,2553.6,1067.2,849,9200,657,85,93,false,A6,T4,A321,220,22,198,123.6,204.4,55596.8,46084.5,4.5,3,Lluvia,Lluvia,4,2,14.4,14.8,1019.1,1010.5,85,63,5,1,244,544,57,true,22,3,10,38.8,4.2,4.5,4.3,52.0,77.7,848.8,2263,8,11
2023-01-23,VY1577,BCN,HOR,217,24,5315,12,3,3709.1,1566.7,879,10130,1152,142,153,true,C13,T1,A321,220,22,198,98.6,267.8,58112.6,19726.2,4.2,3,Soleado,Lluvia,10,7,20.1,13.5,1009.3,1009.3,72,78,3,0,195,434,55,true,22,1,6,37.3,4.4,4.3,4.4,51.6,67.3,919.5,1405,12,6
2023-01-24,IB5010,BCN,BIO,172,24,5461,20,3,2764.3,1689.2,883,9259,408,52,54,false,C4,T1,A321,220,22,198,78.2,203.8,35053.6,27311.9,3.9,1,Lluvia,Lluvia,5,4,17.7,17.8,1014.7,1019.1,77,64,3,1,154,344,49,true,22,1,1,42.8,3.8,4.4,4.1,63.1,68.8,1697.6,1604,6,8
2023-01-25,VY4592,MAD,SPC,275,22,4608,9,8,2464.3,1215.8,864,10148,703,138,151,false,C19,T4,A330,250,25,225,110.0,166.0,45650.0,22330.0,4.7,3,Lluvia,Lluvia,3,7,17.8,19.4,1015.0,1009.8,61,64,4,0,247,550,58,true,25,2,1,34.8,3.8,4.7,4.8,52.2,81.2,1213.0,1923,15,5
2023-01-26,IB9004,MAD,HOR,172,11,4567,7,4,3783.7,2175.6,833,10680,495,70,88,true,C24,T4,A319,180,18,162,95.6,202.7,34864.4,35346.1,4.1,3,Soleado,Soleado,10,10,21.7,19.0,1015.6,1009.4,88,69,1,0,154,344,63,false,18,3,4,47.1,4.8,4.0,4.6,78.0,63.7,2039.6,1694,11,6
2023-01-27,VY4069,BCN,BIO,190,17,6175,9,7,2340.1,847.3,834,9283,583,101,121,false,B5,T1,A350,300,30,270,63.3,213.5,40565.0,21336.0,4.0,3,Soleado,Nublado,10,10,21.4,14.7,1011.5,1011.0,81,76,5,2,171,380,61,false,30,3,8,42.4,4.5,4.4,3.8,58.4,60.7,729.1,1994,12,9
2023-01-28,VY5113,MAD,ORY,152,11,5078,13,5,2715.0,1404.9,851,10573,912,65,85,false,B16,T4,A350,300,30,270,50.7,101.5,15428.0,39015.9,4.1,2,Nublado,Soleado,10,10,20.3,16.8,1016.2,1019.7,90,86,5,2,136,304,53,false,30,7,7,36.2,4.3,4.8,4.8,59.0,66.4,1870.5,2365,12,5
2023-01-29,VY6200,MAD,MAH,256,28,6423,13,4,3128.9,2214.5,886,11783,966,72,85,false,B18,T4,A350,300,30,270,85.3,268.6,68761.6,46560.9,4.2,1,Soleado,Nublado,10,10,20.7,19.9,1016.2,1013.9,65,76,2,2,230,512,57,false,30,2,2,46.9,4.5,4.2,4.8,68.3,61.6,1793.2,1827,11,12
2023-01-30,IB5319,BCN,LEI,201,4,5945,21,4,1763.9,2421.7,833,10756,1175,85,97,true,A5,T1,A350,300,30,270,67.0,153.0,30753.0,21830.1,4.3,3,Lluvia,Soleado,3,10,14.0,16.9,1010.8,1013.7,66,66,1,2,180,402,48,true,30,5,6,49.1,4.3,4.3,4.2,70.6,75.5,2103.6,2066,10,12
2023-01-31,VY5658,BCN,ACE,230,3,6936,14,4,3773.8,1324.3,851,9662,1109,50,50,false,A24,T1,A350,300,30,270,76.7,171.0,39330.0,21859.2,4.4,2,Soleado,Nublado,10,10,12.3,21.0,1011.5,1019.9,75,68,2,0,207,460,64,false,30,5,3,38.5,4.3,4.3,4.0,65.3,78.0,2344.9,1637,7,12
2023-02-01,VY7925,BCN,LIS,262,12,4253,14,8,1978.2,973.9,805,11876,677,74,95,true,B18,T1,A321,220,22,198,119.1,169.1,44304.2,45410.6,4.3,2,Soleado,Nublado,10,10,15.4,16.0,1010.4,1008.1,87,82,5,2,235,524,59,true,22,0,2,49.4,4.9,4.0,4.0,65.6,67.0,908.2,1715,13,5
2023-02-02,IB9540,BCN,PMI,245,18,6801,7,7,1932.1,1398.8,829,11487,932,55,65,true,A15,T1,A330,250,25,225,98.0,245.0,60025.0,27075.3,4.7,2,Nublado,Lluvia,10,3,13.1,20.5,1013.2,1017.3,78,63,1,1,220,490,48,true,25,8,8,41.1,4.3,4.8,3.8,75.0,89.1,1860.8,2109,6,5
2023-02-03,IB2298,BCN,MAH,252,15,4022,21,7,3121.9,2402.8,843,9583,887,84,92,false,A24,T1,A320,200,20,180,126.0,276.9,69778.8,32315.2,4.3,1,Nublado,Soleado,10,10,17.4,19.6,1016.9,1018.8,72,61,1,0,226,504,43,true,20,1,8,37.4,4.2,3.8,4.3,76.8,87.3,1557.7,1453,14,7
2023-02-04,VY6272,BCN,TFN,239,7,6207,17,6,2875.0,1142.9,831,10856,767,122,124,true,A4,T1,A321,220,22,198,108.6,296.3,70815.7,31843.5,4.7,1,Nublado,Nublado,10,10,17.3,13.5,1015.4,1012.9,66,74,3,2,215,478,47,false,22,8,10,42.3,4.2,4.1,4.1,69.9,72.1,1802.2,1460,8,11
2023-02-05,IB2242,BCN,GRX,264,26,4618,18,4,2710.6,2480.5,833,10473,912,114,148,true,A13,T1,A350,300,30,270,88.0,243.1,64178.4,27167.1,4.6,3,Lluvia,Lluvia,9,4,14.7,18.5,1017.5,1016.0,87,77,2,0,237,528,51,false,30,6,1,36.6,3.9,4.2,3.8,58.1,81.4,1714.3,1520,7,9
2023-02-06,IB4206,BCN,OVD,141,30,7405,13,3,3235.0,850.9,885,10819,763,104,143,true,A18,T1,A320,200,20,180,70.5,104.0,14664.0,36930.1,4.8,1,Soleado,Soleado,10,10,16.6,17.0,1011.6,1008.8,80,72,5,1,126,282,41,true,20,5,4,40.5,4.1,4.6,3.9,54.1,76.2,2189.5,2223,7,6
2023-02-07,IB9565,BCN,ACE,232,7,7208,17,4,3145.4,2411.5,886,11142,1021,87,88,true,A12,T1,A319,180,18,162,128.9,189.3,43917.6,46897.7,4.4,0,Soleado,Lluvia,10,7,19.7,12.8,1015.0,1012.8,78,80,4,0,208,464,52,true,18,0,9,49.3,4.3,4.0,4.8,61.5,79.1,1237.2,1641,13,10
2023-02-08,VY5831,MAD,AMS,202,1,5558,15,5,2752.5,1810.6,883,10571,657,79,81,true,A20,T4,A319,180,18,162,112.2,271.2,54782.4,15789.5,4.4,0,Lluvia,Lluvia,3,7,17.7,18.1,1019.5,1013.1,65,66,5,2,181,404,43,true,18,4,3,38.9,3.9,4.9,3.9,58.8,62.8,1298.0,1529,8,8
2023-02-09,VY6923,BCN,VLC,259,29,6180,8,5,2484.0,2285.1,888,12062,427,78,93,false,C12,T1,A350,300,30,270,86.3,259.1,67106.9,23824.3,3.9,2,Soleado,Nublado,10,10,20.2,13.6,1008.8,1014.4,84,74,5,2,233,518,52,false,30,5,2,47.4,4.5,4.1,4.3,59.9,82.6,852.4,1986,8,10
2023-02-10,VY9591,MAD,XRY,228,24,6018,21,6,3638.9,1288.3,890,9809,772,103,112,false,B11,T4,A330,250,25,225,91.2,103.7,23643.6,20245.3,4.4,2,Lluvia,Soleado,6,10,21.6,20.8,1009.6,1019.2,79,89,5,0,205,456,63,true,25,0,5,37.0,4.4,3.8,4.2,62.0,74.3,1784.2,1544,15,12
2023-02-11,IB8559,BCN,AGP,230,7,5363,20,7,3091.4,1453.0,824,9508,842,128,143,false,A23,T1,A321,220,22,198,104.5,261.9,60237.0,38018.4,4.6,1,Soleado,Nublado,10,10,18.0,16.5,1015.4,1017.8,67,61,1,1,207,460,64,true,22,6,3,39.3,4.0,4.8,4.7,52.7,74.3,1249.1,1706,8,8
2023-02-12,VY3285,BCN,OVD,215,2,4736,18,5,3220.6,1652.1,865,9989,755,143,146,true,C20,T1,A330,250,25,225,86.0,151.1,32486.5,36823.5,4.6,0,Nublado,Nublado,10,10,17.9,18.5,1017.0,1015.8,69,70,4,1,193,430,50,false,25,8,4,47.5,4.2,4.8,4.9,62.0,70.5,875.1,2272,7,9
2023-02-13,VY9848,BCN,VGO,204,9,5054,9,4,2070.8,1312.3,830,11470,485,79,84,false,A4,T1,A321,220,22,198,92.7,174.9,35679.6,16096.3,4.7,1,Nublado,Soleado,10,10,12.0,18.1,1012.3,1011.5,77,67,5,2,183,408,46,true,22,2,6,39.8,3.8,3.9,4.3,79.1,72.5,1607.1,2323,12,6
2023-02-14,IB2849,BCN,FCO,201,19,6365,16,6,2245.1,2310.9,856,11839,698,128,156,true,C9,T1,A321,220,22,198,91.4,285.6,57405.6,33319.8,4.7,0,Nublado,Nublado,10,10,15.8,19.8,1012.5,1015.5,69,89,3,0,180,402,64,false,22,7,10,36.0,3.8,4.3,4.4,76.2,64.8,2335.5,1427,13,12
2023-02-15,VY7496,BCN,AMS,277,1,6686,11,8,3659.2,1266.7,817,9146,518,79,83,true,A16,T1,A321,220,22,198,125.9,157.5,43627.5,18933.2,4.7,3,Lluvia,Nublado,7,10,16.3,12.4,1019.6,1010.7,85,90,4,0,249,554,65,false,22,8,9,49.7,3.9,4.7,4.7,77.1,76.2,1236.6,2124,15,5
2023-02-16,IB4704,MAD,VGO,147,26,5417,7,5,3219.8,1358.4,883,11666,1112,98,116,true,C1,T4,A350,300,30,270,49.0,208.3,30620.1,47734.3,4.0,3,Nublado,Nublado,10,10,18.8,19.3,1012.4,1012.1,65,72,5,0,132,294,63,true,30,2,4,47.5,4.9,3.9,3.7,58.8,78.8,1585.5,1666,7,8
2023-02-17,IB7583,BCN,XRY,261,1,4297,13,3,3736.5,1164.6,800,12141,643,142,143,false,B22,T1,A319,180,18,162,145.0,178.0,46458.0,14389.6,4.3,3,Lluvia,Nublado,10,10,20.8,16.0,1010.2,1018.4,67,85,2,0,234,522,52,false,18,3,1,42.6,4.7,3.8,4.8,56.0,67.2,780.8,2085,13,12
2023-02-18,IB5401,MAD,GRX,259,24,4101,14,6,2137.3,1150.5,815,11812,859,61,78,false,A11,T4,A320,200,20,180,129.5,131.3,34006.7,14467.6,3.8,0,Soleado,Lluvia,10,3,21.5,20.1,1012.2,1012.5,78,69,4,2,233,518,58,true,20,2,7,34.5,4.0,4.6,3.9,70.0,61.3,2079.4,2389,15,10
2023-02-19,IB3705,MAD,TFN,198,1,5304,10,6,3178.5,1932.7,819,9984,1056,79,83,true,B6,T4,A350,300,30,270,66.0,181.3,35897.4,36753.9,3.8,3,Nublado,Nublado,10,10,15.8,13.2,1013.6,1014.2,76,89,1,0,178,396,50,true,30,8,4,36.4,4.5,4.1,3.9,68.4,74.3,1595.8,1433,11,7
2023-02-20,IB5115,BCN,FUE,158,22,5646,12,8,2739.5,2194.8,807,9293,1010,103,123,false,B8,T1,A350,300,30,270,52.7,258.9,40906.2,47974.6,4.5,2,Soleado,Soleado,10,10,20.8,21.9,1014.4,1014.1,66,65,5,0,142,316,47,false,30,5,10,39.5,4.2,4.6,3.8,72.0,83.1,814.9,1988,8,9
2023-02-21,VY1675,BCN,ORY,260,30,6233,13,7,2420.9,1598.8,808,9973,1035,56,80,true,B6,T1,A330,250,25,225,104.0,255.7,66482.0,31182.7,4.2,0,Lluvia,Nublado,7,10,16.5,17.5,1013.2,1014.2,64,90,3,0,234,520,40,true,25,6,10,36.1,3.9,4.8,4.3,57.1,73.9,2311.7,2090,12,7
2023-02-22,IB4856,BCN,BJZ,207,18,7081,17,3,3767.4,1503.8,820,11016,618,79,86,false,B18,T1,A320,200,20,180,103.5,121.7,25191.9,37367.7,4.6,1,Lluvia,Lluvia,3,2,17.5,16.1,1012.2,1017.1,84,73,3,1,186,414,45,true,20,0,1,49.2,3.9,3.7,4.8,51.5,89.6,730.8,1398,12,7
2023-02-23,IB2506,MAD,AMS,263,11,6590,17,7,2051.4,1562.6,801,9735,718,78,98,true,C1,T4,A319,180,18,162,146.1,158.4,41659.2,32537.7,4.4,2,Soleado,Nublado,10,10,12.7,14.3,1009.5,1017.6,89,83,2,1,236,526,41,true,18,3,9,37.4,3.8,4.7,4.0,60.0,82.0,782.8,2230,7,12
2023-02-24,IB7364,MAD,BJZ,274,18,4725,21,5,1875.8,2319.3,843,9636,535,91,97,true,A10,T4,A320,200,20,180,137.0,194.1,53183.4,19328.4,4.2,0,Soleado,Soleado,10,10,13.0,13.2,1017.5,1013.6,60,70,1,1,246,548,59,false,20,5,2,49.2,4.2,4.0,4.9,63.2,73.4,1781.8,1637,6,10
2023-02-25,VY5110,BCN,MAH,140,26,4799,8,3,1755.5,1324.0,850,10632,1154,131,143,false,A23,T1,A320,200,20,180,70.0,284.5,39830.0,35852.8,4.7,2,Lluvia,Nublado,6,10,14.2,18.5,1014.3,1016.0,60,72,4,0,126,280,45,true,20,3,2,39.9,4.2,3.9,4.1,74.6,76.9,2371.6,1687,9,8
2023-02-26,VY7407,MAD,LHR,241,13,4725,16,6,2511.9,1688.2,843,11981,486,102,111,true,C15,T4,A350,300,30,270,80.3,258.1,62202.1,33236.7,4.4,3,Nublado,Soleado,10,10,13.4,15.9,1016.1,1008.3,78,87,2,1,216,482,61,false,30,7,9,41.3,3.9,3.9,4.6,73.8,86.4,1283.5,2014,13,6
2023-02-27,VY1475,BCN,ORY,219,5,4670,10,8,3311.9,1982.2,852,9456,684,139,154,false,B7,T1,A330,250,25,225,87.6,109.3,23936.7,47726.7,3.9,3,Nublado,Nublado,10,10,21.9,15.4,1008.1,1009.8,67,83,2,2,197,438,55,false,25,7,10,43.8,3.8,4.8,4.8,68.9,61.3,1212.9,2358,8,9
2023-02-28,IB3297,BCN,LCG,272,10,6315,15,4,3481.0,2485.4,861,9027,1277,131,139,true,B13,T1,A330,250,25,225,108.8,107.9,29348.8,42960.4,4.5,2,Soleado,Lluvia,10,6,14.1,16.7,1010.3,1010.4,74,73,3,0,244,544,48,true,25,8,5,49.9,4.6,4.2,4.6,73.1,88.0,1105.5,1307,8,5
2023-03-01,VY2459,MAD,XRY,250,10,5265,13,6,1808.8,1717.0,807,10093,903,78,81,true,A12,T4,A321,220,22,198,113.6,163.3,40825.0,28583.3,4.8,2,Lluvia,Nublado,6,10,21.8,16.1,1019.2,1012.8,61,80,3,1,225,500,60,true,22,8,5,42.7,3.7,3.9,4.2,55.4,86.0,1785.5,1473,9,11
2023-03-02,VY5656,BCN,LEI,144,22,6690,13,3,2298.7,821.2,829,10014,681,113,127,true,A25,T1,A319,180,18,162,80.0,109.2,15724.8,16274.5,4.7,0,Soleado,Soleado,10,10,22.0,15.6,1012.2,1010.1,64,70,4,1,129,288,60,true,18,6,2,44.1,3.7,4.3,4.6,76.6,66.5,1919.5,1875,10,11
2023-03-03,VY3103,BCN,VLC,182,11,7120,12,4,3188.4,1411.8,847,11750,797,127,137,true,A7,T1,A350,300,30,270,60.7,251.4,45754.8,33218.4,4.1,1,Soleado,Lluvia,10,6,20.1,20.7,1011.6,1009.5,77,64,2,2,163,364,46,false,30,2,5,41.9,3.9,4.2,4.1,53.6,65.7,1399.7,2067,15,5
2023-03-04,VY7105,MAD,FAO,161,30,5645,11,4,2065.2,1785.4,856,10440,1121,68,99,true,A13,T4,A321,220,22,198,73.2,151.0,24311.0,48191.3,3.9,3,Soleado,Soleado,10,10,15.9,20.3,1017.9,1016.3,82,89,1,0,144,322,65,true,22,4,6,49.6,3.7,3.9,4.1,73.3,62.4,2477.2,1818,9,9
2023-03-05,IB6825,MAD,MXP,259,4,5658,9,3,3320.2,2200.4,858,12124,1192,77,85,false,A15,T4,A330,250,25,225,103.6,131.7,34110.3,39527.5,4.0,0,Soleado,Soleado,10,10,21.0,15.7,1019.3,1018.1,85,90,4,2,233,518,61,false,25,5,7,42.7,4.9,4.3,4.8,68.4,82.2,1774.8,2026,11,7
2023-03-06,IB4290,MAD,OVD,236,1,5377,10,7,2544.4,1204.1,804,9849,830,106,117,true,B20,T4,A330,250,25,225,94.4,178.2,42055.2,20890.4,4.5,1,Nublado,Nublado,10,10,12.5,18.8,1009.3,1012.1,69,86,3,0,212,472,58,true,25,7,7,38.9,4.1,4.7,4.2,58.1,71.3,814.3,2003,6,11
2023-03-07,VY2943,BCN,SCQ,277,7,6299,11,7,2313.1,2096.8,854,11685,643,56,65,false,B11,T1,A320,200,20,180,138.5,198.9,55095.3,27480.0,4.3,3,Nublado,Soleado,10,10,21.7,15.7,1012.3,1009.4,60,68,3,0,249,554,65,false,20,6,3,37.3,4.9,4.1,4.9,64.4,64.9,1894.9,1434,9,11
2023-03-08,IB6558,MAD,GRO,166,4,6103,9,8,3031.0,1379.2,884,9266,567,65,65,true,C21,T4,A321,220,22,198,75.5,284.6,47243.6,49396.7,4.6,2,Nublado,Nublado,10,10,19.4,12.8,1013.1,1017.2,60,90,1,2,149,332,53,false,22,0,7,46.3,3.8,4.6,4.7,75.9,72.4,2463.4,2172,15,11
2023-03-09,IB8909,BCN,GRO,162,28,7185,18,7,3016.6,985.6,869,11901,1217,73,76,true,C16,T1,A330,250,25,225,64.8,277.2,44906.4,46586.6,3.9,1,Lluvia,Lluvia,8,4,21.1,21.7,1011.3,1019.1,75,73,2,2,145,324,54,false,25,3,2,38.7,4.4,4.2,4.5,61.6,86.5,2226.3,1839,13,5
2023-03-10,VY3267,BCN,OVD,191,11,6418,17,6,1924.1,2475.7,829,10993,1102,99,103,false,C9,T1,A321,220,22,198,86.8,169.5,32374.5,48942.3,4.9,1,Nublado,Lluvia,10,9,19.1,12.6,1015.4,1012.5,61,70,2,1,171,382,55,false,22,1,4,39.6,4.2,4.4,4.8,69.6,66.7,1829.4,1533,8,5
2023-03-11,IB3076,BCN,LCG,186,24,6932,20,6,1853.6,1880.4,847,11124,674,54,83,true,A14,T1,A320,200,20,180,93.0,252.2,46909.2,36578.7,4.8,2,Lluvia,Lluvia,2,2,17.9,18.5,1011.1,1014.4,79,67,2,1,167,372,54,true,20,2,4,48.4,3.9,4.1,3.8,58.8,61.8,2386.7,2023,8,8
2023-03-12,VY7959,MAD,SVQ,171,18,5709,7,3,2387.4,2433.1,880,11731,1056,139,166,true,A1,T4,A319,180,18,162,95.0,288.3,49299.3,35476.9,3.8,0,Soleado,Lluvia,10,4,20.7,20.5,1009.2,1016.4,64,66,3,0,153,342,60,false,18,3,1,35.2,3.9,4.7,4.4,66.7,68.5,2099.3,1840,10,7
